
Country,League,Club,Player_Names,Matches_Played,Substitution,Mins,Goals,xG,xG_Per_Avg_Match,Shots,OnTarget,Shots_Per_Avg_Match,On_Target_Per_Avg_Match,Year
England,Premier League,(BHA),Neal Maupay,9,0,786,4,6.54,0.79000000000000004,25,11,3.02,1.33,2020
England,Premier League,(AVL),Ollie Watkins,9,0,872,6,6.4299999999999997,0.69999999999999996,22,9,2.3999999999999999,0.98,2020
England,Premier League,(LIV),Sadio Mane,8,1,785,4,4.8799999999999999,0.58999999999999997,27,13,3.27,1.57,2020
England,Premier League,(MNC),Riyad Mahrez,7,0,612,4,1.9299999999999999,0.29999999999999999,21,10,3.2599999999999998,1.55,2020
England,Premier League,(TOT),Son Heung-Min,10,0,861,9,3.8999999999999999,0.42999999999999999,20,12,2.21,1.32,2020
Brazil,Campeonato Brasileiro,(SAP),Luciano,16,3,1588,11,6.0199999999999996,0.35999999999999999,37,17,2.21,1.02,2020
Brazil,Campeonato Brasileiro,(CEA),Vinicius,16,1,1348,7,5.25,0.37,51,24,3.5899999999999999,1.69,2020
Brazil,Campeonato Brasileiro,(SAN),Marinho,17,2,1662,13,7.5199999999999996,0.42999999999999999,58,26,3.3199999999999998,1.49,2020
Brazil,Campeonato Brasileiro,(PAL),Raphael Veiga,10,4,914,6,3.3700000000000001,0.34999999999999998,27,11,2.8100000000000001,1.14,2020
Brazil,Campeonato Brasileiro,(PAL),Luiz Adriano,14,3,1235,7,6.2400000000000002,0.47999999999999998,21,13,1.6200000000000001,1,2020
Brazil,Campeonato Brasileiro,(CEA),Cleber,17,3,1336,5,6.75,0.47999999999999998,41,13,2.9199999999999999,0.92,2020
Brazil,Campeonato Brasileiro,(VDG),German Cano,19,0,1733,10,10.029999999999999,0.55000000000000004,37,22,2.0299999999999998,1.21,2020
Brazil,Campeonato Brasileiro,(GRE),Pepe,15,3,1397,7,5.4400000000000004,0.37,32,13,2.1800000000000002,0.88,2020
Brazil,Campeonato Brasileiro,(SAP),Brenner,9,6,1063,6,7.5,0.67000000000000004,36,14,3.2200000000000002,1.25,2020
Brazil,Campeonato Brasileiro,(BOT),Matheus Babi,17,3,1709,6,5.9400000000000004,0.33000000000000002,32,14,1.78,0.78,2020
Brazil,Campeonato Brasileiro,(FLU),Nene,18,0,1434,7,4.3799999999999999,0.28999999999999998,35,13,2.3199999999999998,0.86,2020
Brazil,Campeonato Brasileiro,(FLA),Bruno Henrique,15,1,1412,5,8.9199999999999999,0.59999999999999998,45,18,3.0299999999999998,1.21,2020
Brazil,Campeonato Brasileiro,(INT),Thiago Galhardo,16,5,1605,15,12.5,0.73999999999999999,53,27,3.1400000000000001,1.6,2020
Brazil,Campeonato Brasileiro,(CAM),Keno,19,3,1829,10,11.359999999999999,0.58999999999999997,72,31,3.7400000000000002,1.61,2020
Brazil,Campeonato Brasileiro,(RBB),Alerrandro,10,2,861,5,6.0700000000000003,0.67000000000000004,24,11,2.6499999999999999,1.21,2020
Brazil,Campeonato Brasileiro,(FOR),Wellington Paulista,13,8,1208,6,5.3399999999999999,0.41999999999999998,24,12,1.8899999999999999,0.94,2020
Brazil,Campeonato Brasileiro,(RBB),Claudinho,19,1,1657,10,4.1900000000000004,0.23999999999999999,53,19,3.04,1.09,2020
Brazil,Campeonato Brasileiro,(CFC),Robson,22,0,1937,6,8.5600000000000005,0.41999999999999998,53,17,2.6000000000000001,0.83,2020
Brazil,Campeonato Brasileiro,(FLA),Pedro,12,6,1207,10,10.42,0.81999999999999995,46,25,3.6200000000000001,1.97,2020
Brazil,Campeonato Brasileiro,(CAP),Renato Kayzer,17,1,1639,7,7.5899999999999999,0.44,46,21,2.6699999999999999,1.22,2020
Netherlands,Eredivisie,(MNU),Donny van de Beek,22,1,2023,8,4.9000000000000004,0.23000000000000001,44,16,2.0699999999999998,0.75,2020
Netherlands,Eredivisie,(AZA),Teun Koopmeiners,25,0,2336,11,9.3399999999999999,0.38,35,18,1.4199999999999999,0.73,2020
Netherlands,Eredivisie,(TWE),Cantalapiedra,21,0,1933,7,9.1600000000000001,0.45000000000000001,58,23,2.8500000000000001,1.13,2020
Netherlands,Eredivisie,(FEY),Bryan Linssen,25,0,2256,14,8.3100000000000005,0.34999999999999998,92,39,3.8700000000000001,1.64,2020
Netherlands,Eredivisie,(VIT),Matavz,24,1,2157,12,9.0800000000000001,0.40000000000000002,55,28,2.4199999999999999,1.23,2020
Netherlands,Eredivisie,(AZA),Oussama Idrissi,25,0,2047,13,7.1100000000000003,0.33000000000000002,67,34,3.1099999999999999,1.58,2020
Netherlands,Eredivisie,(AJA),Dusan Tadic,25,0,2287,11,11.31,0.46999999999999997,63,26,2.6200000000000001,1.08,2020
Netherlands,Eredivisie,(FEY),Steven Berghuis,24,0,2226,15,13.359999999999999,0.56999999999999995,89,44,3.7999999999999998,1.88,2020
Netherlands,Eredivisie,(CSK),Chidera Ejuke,24,1,2147,9,6.5499999999999998,0.28999999999999998,60,25,2.6499999999999999,1.11,2020
Netherlands,Eredivisie,(AZA),Myron Boadu,24,0,2099,14,13.26,0.59999999999999998,60,30,2.7200000000000002,1.36,2020
Netherlands,Eredivisie,(AJA),Klaas-Jan Huntelaar,6,12,938,9,6.9100000000000001,0.69999999999999996,32,17,3.2400000000000002,1.72,2020
Netherlands,Eredivisie,(WIL),Vangelis Pavlidis,25,0,2265,11,12.640000000000001,0.53000000000000003,70,31,2.9399999999999999,1.3,2020
Netherlands,Eredivisie,(EMM),Michael de Leeuw,26,0,2383,9,8.2799999999999994,0.33000000000000002,51,23,2.0299999999999998,0.92,2020
Netherlands,Eredivisie,(PSV),Donyell Malen,14,0,1245,11,8.9100000000000001,0.68000000000000005,59,32,4.5,2.44,2020
Netherlands,Eredivisie,(RZA),Haris Vuckic,23,2,2194,11,6,0.26000000000000001,38,17,1.6499999999999999,0.74,2020
Netherlands,Eredivisie,(UTR),Gyrano Kerk,24,0,2155,10,7.4900000000000002,0.33000000000000002,50,18,2.2000000000000002,0.79,2020
Netherlands,Eredivisie,(AJA),Quincy Promes,18,2,1573,12,9.7699999999999996,0.58999999999999997,56,30,3.3799999999999999,1.81,2020
Netherlands,Eredivisie,(PSV),Denzel Dumfries,25,0,2363,7,5.7199999999999998,0.23000000000000001,45,14,1.8100000000000001,0.56,2020
Netherlands,Eredivisie,(HER),Cyriel Dessers,26,0,2461,15,14.51,0.56000000000000005,84,43,3.2400000000000002,1.66,2020
Netherlands,Eredivisie,(PSV),Cody Gakpo,14,11,1557,7,4.4299999999999997,0.27000000000000002,38,15,2.3199999999999998,0.92,2020
